State,City,Zipcode,Store Number,URL,mintemp_f,maxtemp_f,avgtemp_f,totalprecip_in,avghumidity,condition,icon,DMA
Louisiana,Kenner,70062,349,https://www.homedepot.com/l/Kenner/LA/Kenner/70062/349,76.5,86.4,82.7,0.47,78.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Louisiana,La Place,70068,378,https://www.homedepot.com/l/La-Place/LA/La-Place/70068/378,74.7,86.5,82.9,0.55,82.0,Torrential rain shower,//cdn.weatherapi.com/weather/64x64/day/359.png,SE
Louisiana,Lafayette,70503,360,https://www.homedepot.com/l/Lafayette/LA/Lafayette/70503/360,75.6,89.2,84.2,0.28,83.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Louisiana,Lake Charles,70615,363,https://www.homedepot.com/l/Lake-Charles/LA/Lake-Charles/70615/363,76.3,93.4,87.1,0.24,79.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Louisiana,Marrero,70072,368,https://www.homedepot.com/l/Marrero/LA/Marrero/70072/368,79.5,88.3,84.8,0.37,72.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Louisiana,Monroe,71203,366,https://www.homedepot.com/l/Monroe/LA/Monroe/71203/366,77.7,92.3,87.3,0.19,79.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Louisiana,N Baton Rouge,70815,367,https://www.homedepot.com/l/N-Baton-Rouge/LA/Baton-Rouge/70815/367,76.5,92.8,85.8,0.22,75.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Louisiana,N Lafayette,70501,376,https://www.homedepot.com/l/N-Lafayette/LA/Lafayette/70501/376,75.6,89.2,84.2,0.28,83.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Louisiana,New Orleans Central,70125,385,https://www.homedepot.com/l/New-Orleans-Central/LA/New-Orleans/70125/385,78.8,88.5,84.4,0.26,74.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Louisiana,Se Baton Rouge,70810,370,https://www.homedepot.com/l/Se-Baton-Rouge/LA/Baton-Rouge/70810/370,76.6,91.0,85.1,0.47,80.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Louisiana,Shreveport,71106,356,https://www.homedepot.com/l/Shreveport/LA/Shreveport/71106/356,80.1,97.2,90.2,0.06,58.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Louisiana,Slidell,70460,365,https://www.homedepot.com/l/Slidell/LA/Slidell/70460/365,77.0,91.2,84.8,0.49,76.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Louisiana,Slidell East,70461,386,https://www.homedepot.com/l/Slidell-East/LA/Slidell/70461/386,77.0,91.2,84.8,0.49,76.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Louisiana,W Shrevport,71129,381,https://www.homedepot.com/l/W-Shrevport/LA/Shreveport/71129/381,77.4,95.5,88.5,0.04,66.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,SE
Louisiana,Zachary,70791,380,https://www.homedepot.com/l/Zachary/LA/Zachary/70791/380,75.4,91.6,84.7,0.33,81.0,Moderate or heavy rain shower,//cdn.weatherapi.com/weather/64x64/day/356.png,SE
Maine,"Auburn, ME",04210,2403,https://www.homedepot.com/l/Auburn-ME/ME/Auburn/04210/2403,50.9,72.5,68.2,0.0,77.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maine,"Augusta, ME",04330,2404,https://www.homedepot.com/l/Augusta-ME/ME/Augusta/04330/2404,50.5,75.0,68.5,0.0,74.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maine,Bangor,04401,2414,https://www.homedepot.com/l/Bangor/ME/Bangor/04401/2414,45.3,75.9,68.6,0.0,71.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maine,Biddeford,04005,2405,https://www.homedepot.com/l/Biddeford/ME/Biddeford/04005/2405,55.9,67.3,65.8,0.0,79.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maine,Ellsworth,04605,2408,https://www.homedepot.com/l/Ellsworth/ME/Ellsworth/04605/2408,45.3,68.7,65.0,0.0,76.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maine,North Windham,04062,2412,https://www.homedepot.com/l/North-Windham/ME/Windham/04062/2412,52.2,71.4,68.3,0.0,77.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maine,Portland,04103,2401,https://www.homedepot.com/l/Portland/ME/Portland/04103/2401,59.4,67.1,65.8,0.0,73.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maine,"Rockland,ME",04841,2409,https://www.homedepot.com/l/Rockland-ME/ME/Rockland/04841/2409,52.9,59.7,58.5,0.0,82.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maine,South Portland,04106,2406,https://www.homedepot.com/l/South-Portland/ME/South-Portland/04106/2406,59.4,67.1,65.8,0.0,73.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maine,Topsham,04086,2410,https://www.homedepot.com/l/Topsham/ME/Topsham/04086/2410,55.9,65.8,63.6,0.0,77.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maine,Waterville,04901,2407,https://www.homedepot.com/l/Waterville/ME/Waterville/04901/2407,49.1,75.7,69.0,0.0,72.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maryland,"Aberdeen,MD",21001,2510,https://www.homedepot.com/l/Aberdeen-MD/MD/Aberdeen/21001/2510,67.5,82.8,77.8,0.07,85.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,NE
Maryland,Annapolis,21401,2557,https://www.homedepot.com/l/Annapolis/MD/Annapolis/21401/2557,73.8,82.8,80.1,0.01,76.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maryland,Aspen Hill,20906,2558,https://www.homedepot.com/l/Aspen-Hill/MD/Aspen-Hill/20906/2558,74.1,88.5,83.2,0.0,65.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Maryland,Bel Air,21014,2506,https://www.homedepot.com/l/Bel-Air/MD/Bel-Air/21014/2506,68.2,82.0,77.0,0.05,84.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Bethesda,20817,2509,https://www.homedepot.com/l/Bethesda/MD/Bethesda/20817/2509,75.4,89.6,84.4,0.0,61.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Bowie,20716,2562,https://www.homedepot.com/l/Bowie/MD/Bowie/20716/2562,72.0,85.5,81.2,0.01,75.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maryland,Capitol Heights,20743,2555,https://www.homedepot.com/l/Capitol-Heights/MD/Capitol-Heights/20743/2555,73.4,87.4,82.9,0.01,70.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maryland,Catonsville,21228,2503,https://www.homedepot.com/l/Catonsville/MD/Catonsville/21228/2503,73.2,87.8,82.4,0.01,67.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,NE
Maryland,College Park,20740,2552,https://www.homedepot.com/l/College-Park/MD/College-Park/20740/2552,73.4,87.4,82.9,0.01,70.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maryland,"Columbia,MD",21046,2575,https://www.homedepot.com/l/Columbia-MD/MD/Columbia/21046/2575,73.2,86.9,82.2,0.03,70.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Dundalk,21224,2505,https://www.homedepot.com/l/Dundalk/MD/Baltimore/21224/2505,74.3,84.7,80.6,0.0,71.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Maryland,Edgewood,21040,2576,https://www.homedepot.com/l/Edgewood/MD/Edgewood/21040/2576,67.5,82.8,77.8,0.07,85.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,NE
Maryland,Eldersburg,21784,2581,https://www.homedepot.com/l/Eldersburg/MD/Sykesville/21784/2581,70.3,85.1,80.1,0.02,75.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maryland,Ellicott City,21042,2566,https://www.homedepot.com/l/Ellicott-City/MD/Ellicott-City/21042/2566,73.2,87.1,81.9,0.02,68.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,NE
Maryland,Frederick,21704,2559,https://www.homedepot.com/l/Frederick/MD/Frederick/21704/2559,69.6,85.6,79.8,0.01,77.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,NE
Maryland,Gaithersburg,20877,2550,https://www.homedepot.com/l/Gaithersburg/MD/Gaithersburg/20877/2550,73.6,87.3,82.2,0.0,68.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Maryland,Germantown,20876,2560,https://www.homedepot.com/l/Germantown/MD/Germantown/20876/2560,72.0,86.9,81.9,0.0,70.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Maryland,Glen Burnie,21060,2501,https://www.homedepot.com/l/Glen-Burnie/MD/Glen-Burnie/21060/2501,73.2,85.6,81.5,0.02,71.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Golden Ring Mall,21237,2587,https://www.homedepot.com/l/Golden-Ring-Mall/MD/Rosedale/21237/2587,72.9,83.8,79.7,0.0,75.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Maryland,Hagerstown,21740,2567,https://www.homedepot.com/l/Hagerstown/MD/Hagerstown/21740/2567,71.2,80.8,76.6,0.04,77.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Hyattsville,20782,2564,https://www.homedepot.com/l/Hyattsville/MD/Hyattsville/20782/2564,74.5,89.4,84.1,0.01,61.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Lanham,20706,8548,https://www.homedepot.com/l/Lanham/MD/Lanham/20706/8548,73.4,87.4,82.9,0.01,70.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maryland,Lansdowne,21227,2579,https://www.homedepot.com/l/Lansdowne/MD/Halethorpe/21227/2579,74.3,86.2,81.5,0.01,69.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Laurel,20707,2571,https://www.homedepot.com/l/Laurel/MD/Laurel/20707/2571,73.6,87.8,82.7,0.01,67.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Ocean City,21811,2578,https://www.homedepot.com/l/Ocean-City/MD/Berlin/21811/2578,72.7,78.8,77.0,0.01,83.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,NE
Maryland,Owings Mills,21117,2507,https://www.homedepot.com/l/Owings-Mills/MD/Owings-Mills/21117/2507,72.1,84.6,79.6,0.0,74.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Maryland,Oxon Hill,20745,2554,https://www.homedepot.com/l/Oxon-Hill/MD/Oxon-Hill/20745/2554,74.5,89.1,83.9,0.0,66.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Parkville,21234,2577,https://www.homedepot.com/l/Parkville/MD/Parkville/21234/2577,71.6,84.0,79.2,0.0,74.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Maryland,"Pasadena,MD",21060,2582,https://www.homedepot.com/l/Pasadena-MD/MD/Glen-Burnie/21060/2582,73.2,85.6,81.5,0.02,71.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Randallstown,21133,6945,https://www.homedepot.com/l/Randallstown/MD/Randallstown/21133/6945,72.5,86.0,80.7,0.02,70.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,NE
Maryland,Reisterstown,21215,2584,https://www.homedepot.com/l/Reisterstown/MD/Baltimore/21215/2584,73.0,86.2,81.1,0.0,69.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,S Annapolis,21401,2589,https://www.homedepot.com/l/S-Annapolis/MD/Annapolis/21401/2589,73.8,82.8,80.1,0.01,76.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Maryland,Salisbury,21804,2561,https://www.homedepot.com/l/Salisbury/MD/Salisbury/21804/2561,69.6,82.8,79.6,0.02,81.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Silver Spring,20904,2551,https://www.homedepot.com/l/Silver-Spring/MD/Silver-Spring/20904/2551,73.6,87.8,82.7,0.01,67.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Timonium,21030,2565,https://www.homedepot.com/l/Timonium/MD/Cockeysville/21030/2565,71.6,84.0,79.2,0.0,74.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Maryland,Towson,21234,2504,https://www.homedepot.com/l/Towson/MD/Parkville/21234/2504,71.6,84.0,79.2,0.0,74.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Maryland,Upper Marlboro,20772,8550,https://www.homedepot.com/l/Upper-Marlboro/MD/Upper-Marlboro/20772/8550,73.0,86.0,81.8,0.02,73.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,Waldorf,20601,2563,https://www.homedepot.com/l/Waldorf/MD/Waldorf/20601/2563,72.9,86.7,81.9,0.0,69.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Maryland,West Frederick,21702,2511,https://www.homedepot.com/l/West-Frederick/MD/Frederick/21702/2511,69.6,85.6,79.8,0.01,77.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,NE
Maryland,"Westminster,MD",21157,2580,https://www.homedepot.com/l/Westminster-MD/MD/Westminster/21157/2580,69.3,83.8,78.8,0.02,78.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Maryland,White Marsh,21220,2502,https://www.homedepot.com/l/White-Marsh/MD/Baltimore/21220/2502,72.3,83.5,79.4,0.02,77.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,NE
Massachusetts,"Auburn,MA",01501,2682,https://www.homedepot.com/l/Auburn-MA/MA/Auburn/01501/2682,61.5,75.2,71.1,0.0,71.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,NE
Massachusetts,Avon,02322,2671,https://www.homedepot.com/l/Avon/MA/Avon/02322/2671,61.3,73.8,71.8,0.0,72.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Bellingham,02019,2651,https://www.homedepot.com/l/Bellingham/MA/Bellingham/02019/2651,56.5,77.9,73.6,0.0,72.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Bridgewater,02324,2603,https://www.homedepot.com/l/Bridgewater/MA/Bridgewater/02324/2603,61.3,73.8,71.8,0.0,72.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Brockton,02302,2611,https://www.homedepot.com/l/Brockton/MA/Brockton/02302/2611,61.3,73.8,71.8,0.0,72.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,"Chelsea,MA",02150,8979,https://www.homedepot.com/l/Chelsea-MA/MA/Chelsea/02150/8979,65.7,71.4,70.1,0.0,66.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Chicopee,01020,2610,https://www.homedepot.com/l/Chicopee/MA/Chicopee/01020/2610,63.5,81.0,75.4,0.01,69.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Massachusetts,Danvers,01923,2663,https://www.homedepot.com/l/Danvers/MA/Danvers/01923/2663,64.2,69.1,68.1,0.0,72.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Massachusetts,Danvers East,01923,2623,https://www.homedepot.com/l/Danvers-East/MA/Danvers/01923/2623,64.2,69.1,68.1,0.0,72.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Massachusetts,E Springfield,01095,2678,https://www.homedepot.com/l/E-Springfield/MA/Wilbraham/01095/2678,61.7,79.5,74.2,0.0,69.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Massachusetts,"Everett,MA",02149,2688,https://www.homedepot.com/l/Everett-MA/MA/Everett/02149/2688,63.9,72.3,70.7,0.0,67.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,"Greenfield,MA",01301,2619,https://www.homedepot.com/l/Greenfield-MA/MA/Greenfield/01301/2619,59.0,79.5,73.1,0.0,72.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,NE
Massachusetts,Hadley,01035,8452,https://www.homedepot.com/l/Hadley/MA/Hadley/01035/8452,59.5,80.4,74.9,0.01,71.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,NE
Massachusetts,Hyannis,02601,2612,https://www.homedepot.com/l/Hyannis/MA/Hyannis/02601/2612,63.9,68.5,67.7,0.0,75.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Leominster,01453,2676,https://www.homedepot.com/l/Leominster/MA/Leominster/01453/2676,56.7,76.1,71.7,0.0,71.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,NE
Massachusetts,Mansfield,02048,2609,https://www.homedepot.com/l/Mansfield/MA/Mansfield/02048/2609,57.4,77.0,73.2,0.0,73.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Marlborough,01752,2607,https://www.homedepot.com/l/Marlborough/MA/Marlborough/01752/2607,57.0,76.8,72.8,0.0,72.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Massachusetts,Methuen,01844,2685,https://www.homedepot.com/l/Methuen/MA/Methuen/01844/2685,57.4,74.7,71.6,0.0,70.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,N Dartmouth,02747,2673,https://www.homedepot.com/l/N-Dartmouth/MA/North-Dartmouth/02747/2673,59.2,73.9,71.3,0.0,73.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Natick,01760,2669,https://www.homedepot.com/l/Natick/MA/Natick/01760/2669,57.7,77.0,73.5,0.0,70.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Norwood,02062,2681,https://www.homedepot.com/l/Norwood/MA/Norwood/02062/2681,59.2,75.9,72.9,0.0,70.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,"Oxford,MA",01540,2624,https://www.homedepot.com/l/Oxford-MA/MA/Oxford/01540/2624,59.5,77.7,72.6,0.0,72.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,NE
Massachusetts,Pittsfield,01201,2683,https://www.homedepot.com/l/Pittsfield/MA/Pittsfield/01201/2683,61.2,75.2,71.2,0.03,78.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,NE
Massachusetts,"Plymouth,MA",02360,2680,https://www.homedepot.com/l/Plymouth-MA/MA/Plymouth/02360/2680,59.5,70.9,69.1,0.0,74.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Quincy,02169,2670,https://www.homedepot.com/l/Quincy/MA/Quincy/02169/2670,64.9,71.6,69.9,0.0,67.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Quincy II,02169,2608,https://www.homedepot.com/l/Quincy-II/MA/Quincy/02169/2608,64.9,71.6,69.9,0.0,67.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,"Reading,MA",01867,2614,https://www.homedepot.com/l/Reading-MA/MA/Reading/01867/2614,62.1,73.2,71.3,0.0,67.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Rockland,02370,2650,https://www.homedepot.com/l/Rockland/MA/Rockland/02370/2650,63.0,71.1,69.6,0.0,72.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,S Attleboro,02703,2659,https://www.homedepot.com/l/S-Attleboro/MA/South-Attleboro/02703/2659,56.3,77.5,73.2,0.0,73.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,"Salem,MA",01970,2686,https://www.homedepot.com/l/Salem-MA/MA/Salem/01970/2686,64.4,68.5,67.7,0.0,71.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Massachusetts,Saugus,01906,2653,https://www.homedepot.com/l/Saugus/MA/Saugus/01906/2653,64.0,69.8,68.6,0.0,68.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Seekonk,02771,2615,https://www.homedepot.com/l/Seekonk/MA/Seekonk/02771/2615,58.6,79.3,74.1,0.0,70.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Shrewsbury,01545,2672,https://www.homedepot.com/l/Shrewsbury/MA/Shrewsbury/01545/2672,57.7,76.6,72.5,0.0,72.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,NE
Massachusetts,Somerset,02726,2605,https://www.homedepot.com/l/Somerset/MA/Somerset/02726/2605,57.7,75.9,72.0,0.0,73.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Somerville,02145,2667,https://www.homedepot.com/l/Somerville/MA/Somerville/02145/2667,63.5,73.0,71.5,0.0,67.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,South Bay/Boston,02125,2679,https://www.homedepot.com/l/South-Bay-Boston/MA/Boston/02125/2679,65.7,71.8,70.4,0.0,67.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Taunton,02780,2677,https://www.homedepot.com/l/Taunton/MA/Taunton/02780/2677,58.1,75.7,72.7,0.0,74.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Tewksbury,01876,2668,https://www.homedepot.com/l/Tewksbury/MA/Tewksbury/01876/2668,58.6,75.6,72.5,0.0,69.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,W Roxbury,02132,2665,https://www.homedepot.com/l/W-Roxbury/MA/West-Roxbury/02132/2665,60.1,75.2,72.5,0.0,68.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,W Springfield,01089,2662,https://www.homedepot.com/l/W-Springfield/MA/West-Springfield/01089/2662,62.6,80.6,75.1,0.0,69.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Massachusetts,Waltham,02451,2674,https://www.homedepot.com/l/Waltham/MA/Waltham/02451/2674,59.9,75.7,73.0,0.0,68.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Wareham,02538,2613,https://www.homedepot.com/l/Wareham/MA/East-Wareham/02538/2613,59.2,72.0,69.9,0.0,74.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Watertown,02472,2602,https://www.homedepot.com/l/Watertown/MA/Watertown/02472/2602,60.1,75.2,72.5,0.0,68.0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,NE
Massachusetts,Westfield,01085,8923,https://www.homedepot.com/l/Westfield/MA/Westfield/01085/8923,61.3,80.2,74.3,0.01,68.0,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,NE
Massachusetts,"Worcester,MA",01606,2684,https://www.homedepot.com/l/Worcester-MA/MA/Worcester/01606/2684,61.5,75.2,71.1,0.0,71.0,Overcast,//cdn.weatherapi.com/weather/64x64/day/122.png,NE
Michigan,Allen Park,48101,6821,https://www.homedepot.com/l/Allen-Park/MI/Allen-Park/48101/6821,72.0,82.8,78.0,0.76,74.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,MW
Michigan,Alpena,49707,2760,https://www.homedepot.com/l/Alpena/MI/Alpena/49707/2760,62.6,77.4,73.0,1.04,83.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,MW
Michigan,Ann Arbor,48197,2721,https://www.homedepot.com/l/Ann-Arbor/MI/Ypsilanti/48197/2721,68.2,80.1,75.6,0.74,89.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,MW
Michigan,Auburn Hills,48326,2764,https://www.homedepot.com/l/Auburn-Hills/MI/Auburn-Hills/48326/2764,68.7,78.4,72.6,0.61,83.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png,MW
Michigan,Bay City,48706,2739,https://www.homedepot.com/l/Bay-City/MI/Bay-City/48706/2739,67.6,76.1,71.9,0.23,87.0,Light drizzle,//cdn.weatherapi.com/weather/64x64/day/266.png,MW
Michigan,Bear Creek,49770,2755,https://www.homedepot.com/l/Bear-Creek/MI/Petoskey/49770/2755,60.8,80.8,73.6,0.26,80.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,MW
Michigan,Benton Harbor,49022,2768,https://www.homedepot.com/l/Benton-Harbor/MI/Benton-Harbor/49022/2768,68.4,72.7,71.4,0.56,87.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,MW
Michigan,Brighton,48116,2724,https://www.homedepot.com/l/Brighton/MI/Brighton/48116/2724,66.6,77.9,72.3,0.99,92.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,MW
Michigan,Burton,48509,2717,https://www.homedepot.com/l/Burton/MI/Burton/48509/2717,66.7,76.6,71.1,0.59,91.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,MW
Michigan,Cadillac,49601,2752,https://www.homedepot.com/l/Cadillac/MI/Cadillac/49601/2752,61.9,79.7,73.3,0.47,80.0,Patchy rain possible,//cdn.weatherapi.com/weather/64x64/day/176.png,MW
Michigan,Caledonia Twshp,48867,2772,https://www.homedepot.com/l/Caledonia-Twshp/MI/Owosso/48867/2772,66.2,77.9,71.6,1.25,90.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png,MW
Michigan,Canton,48187,2703,https://www.homedepot.com/l/Canton/MI/Canton/48187/2703,69.6,80.8,75.6,0.56,85.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,MW
Michigan,Chesterfield,48051,2734,https://www.homedepot.com/l/Chesterfield/MI/Chesterfield/48051/2734,68.9,75.7,72.9,0.81,86.0,Moderate rain,//cdn.weatherapi.com/weather/64x64/day/302.png,MW
Michigan,Coldwater,49036,2766,https://www.homedepot.com/l/Coldwater/MI/Coldwater/49036/2766,68.4,77.0,74.0,1.14,91.0,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,MW
Michigan,Commerce Township,48390,2722,https://www.homedepot.com/l/Commerce-Township/MI/Commerce-Township/48390/2722,68.2,78.8,73.0,0.72,87.0,Light rain,//cdn.weatherapi.com/weather/64x64/day/296.png,MW
